bon_id;kunde;tag;verkaufsstunde;verkaufspositionsnr;referenzcluster;plz;stadt;bruttowert;edeka_oberwarengruppe;edeka_warengruppe;warengruppe_text;artikel;artikel_text
"20210522-071026-0000000006-00000000000000000650;71026;20210522;21;8;3;56072;Koblenz;1.990;070500;070599;Stg. Fischerzeugn.SB;2110414007;Vici Meeres Snacks 200g"
"20210522-071026-0000000001-00000000000000004906;71026;20210522;8;5;3;56072;Koblenz;1.890;260200;260299;Stg. Sauerkons.sortr;2604382001;F.Dittm.Jalapeno Ringe grün 335g"
"20210522-071026-0000000001-00000000000000004929;71026;20210522;8;30;3;56072;Koblenz;1.680;260200;260299;Stg. Sauerkons.sortr;238396001;F.Dittm.Kapern Nonpareille 50g"
"20210522-071026-0000000001-00000000000000004989;71026;20210522;9;11;3;56072;Koblenz;2.590;230100;230199;Stg. Saucen flüssig;1332839007;F.Dittm.Ajvar Mild 340ml"
"20210522-071026-0000000001-00000000000000004999;71026;20210522;10;12;3;56072;Koblenz;1.290;260200;260299;Stg. Sauerkons.sortr;238399000;F.Dittm.Oliven Grün ohne Stein 140g"
"20210522-071026-0000000001-00000000000000005039;71026;20210522;11;12;3;56072;Koblenz;1.990;230500;230504;Eingelegte Gewürze;238397004;F.Dittm.Grüner Pfeffer 100g"
"20210522-071026-0000000001-00000000000000005039;71026;20210522;11;13;3;56072;Koblenz;1.990;230500;230504;Eingelegte Gewürze;238397004;F.Dittm.Grüner Pfeffer 100g"
"20210522-071026-0000000001-00000000000000005039;71026;20210522;11;14;3;56072;Koblenz;1.990;230500;230504;Eingelegte Gewürze;238397004;F.Dittm.Grüner Pfeffer 100g"
"20210522-071026-0000000001-00000000000000005053;71026;20210522;11;3;3;56072;Koblenz;1.290;260200;260299;Stg. Sauerkons.sortr;3216840002;F.Dittm.geschwärzte Oliven o.Stein 250g"
"20210522-071026-0000000001-00000000000000005054;71026;20210522;11;6;3;56072;Koblenz;2.290;230100;230107;Tafelfert Sauc. fl.;1563746008;Lacroix Pfefferrahm-Sauce 150ml"
"20210522-071026-0000000001-00000000000000005054;71026;20210522;11;7;3;56072;Koblenz;2.290;230100;230107;Tafelfert Sauc. fl.;1563746008;Lacroix Pfefferrahm-Sauce 150ml"
"20210522-071026-0000000001-00000000000000005085;71026;20210522;11;4;3;56072;Koblenz;2.280;260200;260299;Stg. Sauerkons.sortr;453461001;F.Dittm.Span.Oliven sw.ohne Stein 300g"
"20210522-071026-0000000001-00000000000000005126;71026;20210522;12;23;3;56072;Koblenz;0.990;260100;260115;Olivenkons. Öl/Lake;238407000;F.Dittm.Oliven Grün ohne Stein 270g"
"20210522-071026-0000000001-00000000000000005149;71026;20210522;13;17;3;56072;Koblenz;2.690;260100;260115;Olivenkons. Öl/Lake;323964005;Kattus Span.Olivenscheiben schwarz 345g"
"20210522-071026-0000000001-00000000000000005203;71026;20210522;14;7;3;56072;Koblenz;1.790;260200;260299;Stg. Sauerkons.sortr;947922001;F.Dittm.Manzanilla Oliv.Blue Cheese 200g"
"20210522-071026-0000000001-00000000000000005203;71026;20210522;14;8;3;56072;Koblenz;1.690;260100;260115;Olivenkons. Öl/Lake;3446814002;MSC F.Dittm.Oliven grün m.Sardell.200g"
"20210522-071026-0000000001-00000000000000005223;71026;20210522;14;10;3;56072;Koblenz;0.990;260100;260115;Olivenkons. Öl/Lake;238407000;F.Dittm.Oliven Grün ohne Stein 270g"
"20210522-071026-0000000001-00000000000000005272;71026;20210522;15;100;3;56072;Koblenz;2.590;230100;230199;Stg. Saucen flüssig;1332839007;F.Dittm.Ajvar Mild 340ml"
"20210522-071026-0000000001-00000000000000005320;71026;20210522;16;1;3;56072;Koblenz;2.490;210500;210599;Stg. Reis;138478003;Al Am.Cous Cous 500g"
"20210522-071026-0000000001-00000000000000005330;71026;20210522;16;15;3;56072;Koblenz;4.790;240100;240108;Nuss- /Saatenmuse;383075006;Al Am.Sesampaste 300g"
"20210522-071026-0000000001-00000000000000005330;71026;20210522;16;17;3;56072;Koblenz;3.990;;;;390021007;"
"20210522-071026-0000000001-00000000000000005421;71026;20210522;19;6;3;56072;Koblenz;1.990;260200;260207;Paprika Kons.;380658006;F.Dittm.Paprika geröstet 340g"
"20210522-071026-0000000001-00000000000000005421;71026;20210522;19;21;3;56072;Koblenz;2.290;260100;260115;Olivenkons. Öl/Lake;1111943000;F.Dittm.Kräuteroliven Schwarz Tr.170g"
"20210522-071026-0000000002-00000000000000008479;71026;20210522;10;4;3;56072;Koblenz;3.490;260200;260299;Stg. Sauerkons.sortr;1292159001;F.Dittm.Kalamata Oliven ohne Stein 350g"
"20210522-071026-0000000002-00000000000000008514;71026;20210522;11;10;3;56072;Koblenz;1.890;260200;260299;Stg. Sauerkons.sortr;2604382001;F.Dittm.Jalapeno Ringe grün 335g"
"20210522-071026-0000000002-00000000000000008558;71026;20210522;12;9;3;56072;Koblenz;1.190;220300;220306;Stg. Suppeneinlagen;130999001;Leimer Backerbsen 200g"
"20210522-071026-0000000002-00000000000000008565;71026;20210522;12;7;3;56072;Koblenz;1.990;260200;260299;Stg. Sauerkons.sortr;1350946002;F.Dittm.Kapern in Meersalz 90g"
"20210522-071026-0000000002-00000000000000008825;71026;20210522;18;34;3;56072;Koblenz;2.790;260200;260299;Stg. Sauerkons.sortr;238413005;F.Dittm.Soleier 350g"
"20210522-071026-0000000002-00000000000000008825;71026;20210522;18;43;3;56072;Koblenz;3.490;260200;260299;Stg. Sauerkons.sortr;1292159001;F.Dittm.Kalamata Oliven ohne Stein 350g"
"20210522-071026-0000000003-00000000000000006086;71026;20210522;8;23;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000003-00000000000000006086;71026;20210522;8;39;3;56072;Koblenz;1.680;260200;260299;Stg. Sauerkons.sortr;238396001;F.Dittm.Kapern Nonpareille 50g"
"20210522-071026-0000000003-00000000000000006225;71026;20210522;11;12;3;56072;Koblenz;1.990;260200;260299;Stg. Sauerkons.sortr;648649005;F.Dittm.Oliven Grün i.Scheiben 350g"
"20210522-071026-0000000003-00000000000000006225;71026;20210522;11;11;3;56072;Koblenz;2.790;260200;260209;Maiskölbchen Kons.;1520638001;F.Dittm.Babymaiskölbchen mit Honig 340g"
"20210522-071026-0000000003-00000000000000006281;71026;20210522;12;25;3;56072;Koblenz;1.490;260100;260115;Olivenkons. Öl/Lake;568656008;Kattus Oliven m.Knoblauchcreme gef.200g"
"20210522-071026-0000000003-00000000000000006302;71026;20210522;13;3;3;56072;Koblenz;1.290;260200;260299;Stg. Sauerkons.sortr;148149005;F.Dittm.Oliven Paprika Paste 140g"
"20210522-071026-0000000003-00000000000000006302;71026;20210522;13;2;3;56072;Koblenz;1.290;260200;260299;Stg. Sauerkons.sortr;380661002;F.Dittm.Oliven schwarz ohne Stein 140g"
"20210522-071026-0000000003-00000000000000006306;71026;20210522;13;26;3;56072;Koblenz;1.990;260200;260299;Stg. Sauerkons.sortr;146394007;F.Dittm.Pfefferonen mild 500g"
"20210522-071026-0000000003-00000000000000006371;71026;20210522;14;28;3;56072;Koblenz;2.590;230100;230199;Stg. Saucen flüssig;1332820003;F.Dittm.Ajvar scharf 340ml"
"20210522-071026-0000000003-00000000000000006414;71026;20210522;15;10;3;56072;Koblenz;1.490;260100;260115;Olivenkons. Öl/Lake;568655005;Kattus Span.Oliven mit Jalapenocreme200g"
"20210522-071026-0000000003-00000000000000006414;71026;20210522;15;16;3;56072;Koblenz;1.490;260100;260115;Olivenkons. Öl/Lake;568656008;Kattus Oliven m.Knoblauchcreme gef.200g"
"20210522-071026-0000000003-00000000000000006429;71026;20210522;15;2;3;56072;Koblenz;1.290;230500;230507;Pastöse Gewürzmischg;2390158004;Lacroix Pilz-Paste 40 g"
"20210522-071026-0000000003-00000000000000006429;71026;20210522;15;1;3;56072;Koblenz;1.290;230500;230507;Pastöse Gewürzmischg;2390160007;Lacroix Braten-Paste 40 g"
"20210522-071026-0000000003-00000000000000006432;71026;20210522;15;32;3;56072;Koblenz;1.590;260200;260299;Stg. Sauerkons.sortr;238417007;F.Dittm.Pfefferonen scharf 330g"
"20210522-071026-0000000003-00000000000000006480;71026;20210522;16;8;3;56072;Koblenz;1.290;260200;260299;Stg. Sauerkons.sortr;380661002;F.Dittm.Oliven schwarz ohne Stein 140g"
"20210522-071026-0000000003-00000000000000006526;71026;20210522;17;4;3;56072;Koblenz;1.990;260200;260207;Paprika Kons.;380658006;F.Dittm.Paprika geröstet 340g"
"20210522-071026-0000000003-00000000000000006566;71026;20210522;18;16;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000003-00000000000000006619;71026;20210522;19;24;3;56072;Koblenz;1.190;260100;260115;Olivenkons. Öl/Lake;649852002;Ibero schwarze Oliven entsteint 150g"
"20210522-071026-0000000003-00000000000000006619;71026;20210522;19;6;3;56072;Koblenz;3.190;260100;260103;Tomaten Kons.;1292156002;F.Dittm.Tomaten Streifen 340g"
"20210522-071026-0000000003-00000000000000006629;71026;20210522;19;1;3;56072;Koblenz;1.590;260200;260299;Stg. Sauerkons.sortr;238417007;F.Dittm.Pfefferonen scharf 330g"
"20210522-071026-0000000004-00000000000000007396;71026;20210522;12;16;3;56072;Koblenz;1.690;260100;260115;Olivenkons. Öl/Lake;947935007;F.Dittm.Oliven schwarz ohne Stein 85g"
"20210522-071026-0000000004-00000000000000007420;71026;20210522;12;16;3;56072;Koblenz;2.590;260100;260198;Stg. Gemüsekonserven;138262000;Liak.Paprika Ajvar mild 330g"
"20210522-071026-0000000004-00000000000000007505;71026;20210522;15;10;3;56072;Koblenz;2.690;260200;260212;Olivenkons. in Essig;382891007;Ibero grüne Oliven mit Paprika 150g"
"20210522-071026-0000000004-00000000000000007505;71026;20210522;15;9;3;56072;Koblenz;1.190;260100;260115;Olivenkons. Öl/Lake;649852002;Ibero schwarze Oliven entsteint 150g"
"20210522-071026-0000000004-00000000000000007517;71026;20210522;16;37;3;56072;Koblenz;1.790;260200;260299;Stg. Sauerkons.sortr;947925000;F.Dittm.Manz.Oliven Lemoncreme 200g"
"20210522-071026-0000000004-00000000000000007593;71026;20210522;17;11;3;56072;Koblenz;1.190;220300;220306;Stg. Suppeneinlagen;130999001;Leimer Backerbsen 200g"
"20210522-071026-0000000004-00000000000000007723;71026;20210522;20;13;3;56072;Koblenz;1.890;260200;260299;Stg. Sauerkons.sortr;2604355009;F.Dittm.Jalapeno Ringe rot 335g"
"20210522-071026-0000000005-00000000000000000357;71026;20210522;15;15;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000005-00000000000000000419;71026;20210522;18;23;3;56072;Koblenz;2.590;230100;230199;Stg. Saucen flüssig;1332839007;F.Dittm.Ajvar Mild 340ml"
"20210522-071026-0000000006-00000000000000000056;71026;20210522;7;4;3;56072;Koblenz;1.990;260200;260299;Stg. Sauerkons.sortr;1350946002;F.Dittm.Kapern in Meersalz 90g"
"20210522-071026-0000000006-00000000000000000123;71026;20210522;9;5;3;56072;Koblenz;2.490;;;;252982002;"
"20210522-071026-0000000006-00000000000000000123;71026;20210522;9;6;3;56072;Koblenz;2.490;;;;252982002;"
"20210522-071026-0000000006-00000000000000000123;71026;20210522;9;4;3;56072;Koblenz;2.490;;;;252983005;"
"20210522-071026-0000000006-00000000000000000170;71026;20210522;10;2;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000006-00000000000000000175;71026;20210522;10;29;3;56072;Koblenz;0.990;230500;230507;Pastöse Gewürzmischg;238421006;F.Dittm.Sambal Oelek 100g"
"20210522-071026-0000000006-00000000000000000212;71026;20210522;11;25;3;56072;Koblenz;0.990;220300;220306;Stg. Suppeneinlagen;131085004;Leimer Markklößchen 100g"
"20210522-071026-0000000006-00000000000000000212;71026;20210522;11;26;3;56072;Koblenz;0.990;220300;220306;Stg. Suppeneinlagen;131085004;Leimer Markklößchen 100g"
"20210522-071026-0000000006-00000000000000000226;71026;20210522;11;13;3;56072;Koblenz;2.490;260100;260103;Tomaten Kons.;619286000;Casa D.getrocknete Tomaten 275g"
"20210522-071026-0000000006-00000000000000000226;71026;20210522;11;15;3;56072;Koblenz;1.690;260100;260115;Olivenkons. Öl/Lake;947935007;F.Dittm.Oliven schwarz ohne Stein 85g"
"20210522-071026-0000000006-00000000000000000391;71026;20210522;15;51;3;56072;Koblenz;1.990;230500;230504;Eingelegte Gewürze;238397004;F.Dittm.Grüner Pfeffer 100g"
"20210522-071026-0000000006-00000000000000000409;71026;20210522;15;18;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000006-00000000000000000409;71026;20210522;15;21;3;56072;Koblenz;1.190;260200;260299;Stg. Sauerkons.sortr;148145003;F.Dittm.Pfefferonen Mild 250g"
"20210522-071026-0000000006-00000000000000000590;71026;20210522;19;25;3;56072;Koblenz;2.590;230100;230199;Stg. Saucen flüssig;1332839007;F.Dittm.Ajvar Mild 340ml"
"20210522-071026-0000000006-00000000000000000619;71026;20210522;20;3;3;56072;Koblenz;2.490;210500;210599;Stg. Reis;138478003;Al Am.Cous Cous 500g"
"20210522-071026-0000000001-00000000000000004900;71026;20210522;8;23;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000004900;71026;20210522;8;32;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000004912;71026;20210522;8;53;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000004913;71026;20210522;8;9;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000004913;71026;20210522;8;12;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000004929;71026;20210522;8;14;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000001-00000000000000004960;71026;20210522;9;14;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000001-00000000000000004980;71026;20210522;9;8;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000004981;71026;20210522;9;17;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000004998;71026;20210522;10;9;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000001-00000000000000005009;71026;20210522;10;69;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005011;71026;20210522;10;8;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000001-00000000000000005022;71026;20210522;10;1;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005022;71026;20210522;10;2;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005053;71026;20210522;11;24;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005058;71026;20210522;11;7;3;56072;Koblenz;1.390;;;;646372002;"
"20210522-071026-0000000001-00000000000000005066;71026;20210522;11;4;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000001-00000000000000005074;71026;20210522;11;10;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000001-00000000000000005114;71026;20210522;12;8;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005124;71026;20210522;12;16;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005131;71026;20210522;13;29;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005138;71026;20210522;13;46;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005205;71026;20210522;14;29;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000001-00000000000000005213;71026;20210522;14;12;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000001-00000000000000005217;71026;20210522;14;11;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000001-00000000000000005261;71026;20210522;15;1;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005261;71026;20210522;15;2;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005301;71026;20210522;16;20;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000001-00000000000000005302;71026;20210522;16;41;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000001-00000000000000005303;71026;20210522;16;14;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000005386;71026;20210522;18;19;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000001-00000000000000005408;71026;20210522;18;7;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000005408;71026;20210522;18;8;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000001-00000000000000005422;71026;20210522;19;18;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000002-00000000000000008470;71026;20210522;9;13;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000002-00000000000000008479;71026;20210522;10;13;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008500;71026;20210522;11;63;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000002-00000000000000008530;71026;20210522;11;50;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008585;71026;20210522;12;43;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000002-00000000000000008613;71026;20210522;13;5;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000002-00000000000000008645;71026;20210522;14;43;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008659;71026;20210522;14;11;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000002-00000000000000008670;71026;20210522;14;53;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008672;71026;20210522;14;6;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008672;71026;20210522;14;9;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000002-00000000000000008720;71026;20210522;15;16;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000002-00000000000000008737;71026;20210522;15;23;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000002-00000000000000008764;71026;20210522;16;14;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000002-00000000000000008800;71026;20210522;17;5;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000002-00000000000000008800;71026;20210522;17;6;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000002-00000000000000008802;71026;20210522;18;34;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000002-00000000000000008802;71026;20210522;18;36;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000003-00000000000000006069;71026;20210522;7;16;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006086;71026;20210522;8;49;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006130;71026;20210522;9;7;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006159;71026;20210522;9;42;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006160;71026;20210522;9;15;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006160;71026;20210522;9;16;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006168;71026;20210522;9;34;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006168;71026;20210522;9;35;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006171;71026;20210522;9;5;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000003-00000000000000006178;71026;20210522;10;42;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000003-00000000000000006197;71026;20210522;10;62;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006199;71026;20210522;10;4;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006215;71026;20210522;11;26;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006234;71026;20210522;11;22;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006261;71026;20210522;12;20;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006270;71026;20210522;12;15;3;56072;Koblenz;1.390;;;;646372002;"
"20210522-071026-0000000003-00000000000000006284;71026;20210522;12;22;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000003-00000000000000006332;71026;20210522;13;15;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006355;71026;20210522;14;18;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000003-00000000000000006438;71026;20210522;15;22;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006457;71026;20210522;16;60;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006461;71026;20210522;16;12;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006474;71026;20210522;16;4;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000003-00000000000000006477;71026;20210522;16;18;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006485;71026;20210522;17;17;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006489;71026;20210522;17;13;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006533;71026;20210522;17;7;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006540;71026;20210522;18;29;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006551;71026;20210522;18;8;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006564;71026;20210522;18;19;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006564;71026;20210522;18;20;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006567;71026;20210522;18;12;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000003-00000000000000006589;71026;20210522;19;6;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006590;71026;20210522;19;35;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006611;71026;20210522;19;33;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006616;71026;20210522;19;14;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006618;71026;20210522;19;15;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006619;71026;20210522;19;16;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000003-00000000000000006629;71026;20210522;19;5;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000003-00000000000000006644;71026;20210522;20;10;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000003-00000000000000006648;71026;20210522;20;13;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007371;71026;20210522;11;24;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000004-00000000000000007398;71026;20210522;12;6;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007416;71026;20210522;12;30;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000004-00000000000000007418;71026;20210522;12;16;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000004-00000000000000007454;71026;20210522;14;66;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000004-00000000000000007468;71026;20210522;14;21;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007468;71026;20210522;14;22;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007468;71026;20210522;14;23;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007487;71026;20210522;15;20;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007510;71026;20210522;15;15;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007531;71026;20210522;16;4;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007541;71026;20210522;16;10;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007541;71026;20210522;16;11;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007564;71026;20210522;17;25;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007628;71026;20210522;18;10;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000004-00000000000000007654;71026;20210522;19;6;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000004-00000000000000007654;71026;20210522;19;7;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000004-00000000000000007659;71026;20210522;19;12;3;56072;Koblenz;2.490;;;;3029202004;"
"20210522-071026-0000000004-00000000000000007659;71026;20210522;19;11;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000004-00000000000000007672;71026;20210522;20;53;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000004-00000000000000007695;71026;20210522;20;18;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000005-00000000000000000188;71026;20210522;9;5;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000005-00000000000000000225;71026;20210522;10;27;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000005-00000000000000000259;71026;20210522;11;33;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000005-00000000000000000351;71026;20210522;15;1;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000005-00000000000000000371;71026;20210522;16;8;3;56072;Koblenz;2.990;;;;4387380009;"
"20210522-071026-0000000005-00000000000000000381;71026;20210522;17;53;3;56072;Koblenz;2.890;;;;3895325005;"
"20210522-071026-0000000005-00000000000000000410;71026;20210522;18;21;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000005-00000000000000000431;71026;20210522;18;20;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000006-00000000000000000045;71026;20210522;7;6;3;56072;Koblenz;1.990;;;;605587001;"
"20210522-071026-0000000006-00000000000000000060;71026;20210522;7;31;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000006-00000000000000000076;71026;20210522;8;26;3;56072;Koblenz;1.990;;;;1751669007;"
"20210522-071026-0000000006-00000000000000000076;71026;20210522;8;51;3;56072;Koblenz;2.990;;;;4607638006;"
"20210522-071026-0000000006-00000000000000000078;71026;20210522;8;36;3;56072;Koblenz;1.990;;;;605587001;"
