bon_id;kunde;tag;verkaufsstunde;verkaufspositionsnr;referenzcluster;plz;stadt;bruttowert;edeka_oberwarengruppe;edeka_warengruppe;warengruppe_text;artikel;artikel_text
"20210522-071026-0000000004-00000000000000007549;71026;20210522;17;15;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;4425570001;Nimm2 Lachgummi Märchenprinzen 300g"
"20210522-071026-0000000004-00000000000000007576;71026;20210522;17;4;3;56072;Koblenz;0.890;290300;290306;Komprimate;121214003;Fisherm.F.Mint 25g"
"20210522-071026-0000000004-00000000000000007589;71026;20210522;17;7;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2067792001;Nimm2 Lachgummi Softies 225g"
"20210522-071026-0000000004-00000000000000007589;71026;20210522;17;8;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2067792001;Nimm2 Lachgummi Softies 225g"
"20210522-071026-0000000004-00000000000000007615;71026;20210522;18;4;3;56072;Koblenz;0.950;290400;290404;Lakritzwaren;125169006;Katjes Kinder 200g"
"20210522-071026-0000000004-00000000000000007617;71026;20210522;18;19;3;56072;Koblenz;1.490;300600;300601;Popcorn;2845885004;Chio Popcorn R-made Toffee Karamell 120g"
"20210522-071026-0000000004-00000000000000007637;71026;20210522;18;11;3;56072;Koblenz;0.990;290200;290202;Schaumzuckerwaren;121275008;Haribo Primavera Erdbeeren 200g"
"20210522-071026-0000000004-00000000000000007637;71026;20210522;18;14;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;1222578009;Haribo Crazy Schnuller 200g"
"20210522-071026-0000000004-00000000000000007637;71026;20210522;18;13;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;1269438001;Haribo Balla Balla 175g"
"20210522-071026-0000000004-00000000000000007637;71026;20210522;18;8;3;56072;Koblenz;0.950;;;;4468379007;"
"20210522-071026-0000000004-00000000000000007657;71026;20210522;19;15;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;4685607002;Haribo Sali Kritz 175g"
"20210522-071026-0000000004-00000000000000007658;71026;20210522;19;7;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;1104140001;Villosa Sallos X-Treme 150g"
"20210522-071026-0000000004-00000000000000007658;71026;20210522;19;5;3;56072;Koblenz;1.590;290400;290404;Lakritzwaren;2562676000;R.Bal.Salmiak Kugeln 3ST 99g"
"20210522-071026-0000000004-00000000000000007694;71026;20210522;20;11;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121269003;Haribo Weinland Weingummi 200g"
"20210522-071026-0000000004-00000000000000007699;71026;20210522;20;2;3;56072;Koblenz;0.950;290400;290404;Lakritzwaren;125169006;Katjes Kinder 200g"
"20210522-071026-0000000004-00000000000000007710;71026;20210522;20;33;3;56072;Koblenz;0.990;290500;290502;Traubenzuckererzeugn;130450001;Dextro Energy Magnesium 46g"
"20210522-071026-0000000005-00000000000000000204;71026;20210522;10;6;3;56072;Koblenz;3.990;290400;290402;Fruchtgummi;123501000;Haribo Goldbären 1kg"
"20210522-071026-0000000005-00000000000000000225;71026;20210522;10;31;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134113007;Haribo Goldbären 200g"
"20210522-071026-0000000005-00000000000000000247;71026;20210522;10;15;3;56072;Koblenz;0.990;290500;290599;Stg. Zucker- u Süßwa;155464009;Schluckw.Pfefferminzbruch 150g"
"20210522-071026-0000000005-00000000000000000247;71026;20210522;10;33;3;56072;Koblenz;1.290;290300;290305;Brause-/Kaubonbons;4015404002;Skittles Smoothies 160g"
"20210522-071026-0000000005-00000000000000000251;71026;20210522;11;2;3;56072;Koblenz;0.990;300600;300601;Popcorn;4552798008;G&G Mikrowellenpopcorn gesalzen 3x100g"
"20210522-071026-0000000005-00000000000000000251;71026;20210522;11;1;3;56072;Koblenz;0.990;300600;300601;Popcorn;4552883005;G&G Mikrowellenpopcorn gezuckert 3x100g"
"20210522-071026-0000000005-00000000000000000259;71026;20210522;11;30;3;56072;Koblenz;3.990;290400;290402;Fruchtgummi;212103009;Haribo Color-Rado 1000g"
"20210522-071026-0000000005-00000000000000000268;71026;20210522;11;26;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;1083494009;Hitsch.Bunte Schnüre Mix 125g"
"20210522-071026-0000000005-00000000000000000277;71026;20210522;11;28;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;830200001;Hitsch.Erdbeer-Schnüre 125g"
"20210522-071026-0000000005-00000000000000000277;71026;20210522;11;30;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;830200001;Hitsch.Erdbeer-Schnüre 125g"
"20210522-071026-0000000005-00000000000000000277;71026;20210522;11;31;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;830200001;Hitsch.Erdbeer-Schnüre 125g"
"20210522-071026-0000000005-00000000000000000278;71026;20210522;11;24;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000005-00000000000000000278;71026;20210522;11;25;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000005-00000000000000000301;71026;20210522;13;8;3;56072;Koblenz;0.990;300600;300601;Popcorn;4552798008;G&G Mikrowellenpopcorn gesalzen 3x100g"
"20210522-071026-0000000005-00000000000000000302;71026;20210522;13;10;3;56072;Koblenz;0.990;;;;3885621003;"
"20210522-071026-0000000005-00000000000000000310;71026;20210522;13;11;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2158710004;Trolli Saure Glühwürmchen 200g"
"20210522-071026-0000000005-00000000000000000310;71026;20210522;13;12;3;56072;Koblenz;0.950;290400;290405;Pflanz.Fruchtgummi;3348465001;Katjes Wunderland 200g"
"20210522-071026-0000000005-00000000000000000310;71026;20210522;13;10;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;4686850007;Haribo Stafetten 175g"
"20210522-071026-0000000005-00000000000000000317;71026;20210522;13;30;3;56072;Koblenz;2.490;290300;290306;Komprimate;2305562001;tic tac Orange 98g"
"20210522-071026-0000000005-00000000000000000319;71026;20210522;13;20;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121284002;Haribo Tropi Frutti 200g"
"20210522-071026-0000000005-00000000000000000428;71026;20210522;18;7;3;56072;Koblenz;1.690;;;;1122018003;"
"20210522-071026-0000000005-00000000000000000428;71026;20210522;18;8;3;56072;Koblenz;1.690;;;;1122018003;"
"20210522-071026-0000000005-00000000000000000446;71026;20210522;20;10;3;56072;Koblenz;4.290;290400;290402;Fruchtgummi;134107002;Haribo Nimm Dir Saures 1000g"
"20210522-071026-0000000006-00000000000000000051;71026;20210522;7;8;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;121273002;Haribo Lakritz Schnecken 200g"
"20210522-071026-0000000006-00000000000000000051;71026;20210522;7;7;3;56072;Koblenz;2.090;290400;290402;Fruchtgummi;671561006;Red Band Fruchtgummi Lakritz Duos 500g"
"20210522-071026-0000000006-00000000000000000061;71026;20210522;7;8;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;3116968000;Nimm2 Lachgummi Softies R.Früchte 225g"
"20210522-071026-0000000006-00000000000000000061;71026;20210522;7;9;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;3116968000;Nimm2 Lachgummi Softies R.Früchte 225g"
"20210522-071026-0000000006-00000000000000000073;71026;20210522;8;8;3;56072;Koblenz;1.590;290300;290301;Fruchtbonbons;2250562002;Nimm2 Bonbons 240g"
"20210522-071026-0000000006-00000000000000000080;71026;20210522;8;10;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134058001;Haribo Kinder-Schnuller 200g"
"20210522-071026-0000000006-00000000000000000080;71026;20210522;8;12;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;139611001;Haribo Quaxi Frösche 200g"
"20210522-071026-0000000006-00000000000000000080;71026;20210522;8;11;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2087611007;Haribo Schlümpfe 200g"
"20210522-071026-0000000006-00000000000000000080;71026;20210522;8;13;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;3153699006;Haribo Rainbow 175g"
"20210522-071026-0000000006-00000000000000000098;71026;20210522;8;17;3;56072;Koblenz;2.100;290400;290402;Fruchtgummi;180925005;Red Band Fruchtgummi Assortie 500g"
"20210522-071026-0000000006-00000000000000000098;71026;20210522;8;19;3;56072;Koblenz;2.100;290400;290402;Fruchtgummi;180983001;Red Band Fruchtgummi Schnuller 500g"
"20210522-071026-0000000006-00000000000000000113;71026;20210522;9;2;3;56072;Koblenz;4.290;290400;290402;Fruchtgummi;122497009;Haribo Color-Rado Dose 1kg"
"20210522-071026-0000000006-00000000000000000115;71026;20210522;9;22;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134113007;Haribo Goldbären 200g"
"20210522-071026-0000000006-00000000000000000115;71026;20210522;9;23;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;3153699006;Haribo Rainbow 175g"
"20210522-071026-0000000006-00000000000000000135;71026;20210522;9;7;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121284002;Haribo Tropi Frutti 200g"
"20210522-071026-0000000006-00000000000000000138;71026;20210522;9;19;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121274005;Haribo Happy Cola 200g"
"20210522-071026-0000000006-00000000000000000147;71026;20210522;9;3;3;56072;Koblenz;0.590;290500;290599;Stg. Zucker- u Süßwa;2943626000;Nappo Riesen Haselnüssen Puffreis 40g"
"20210522-071026-0000000006-00000000000000000147;71026;20210522;9;4;3;56072;Koblenz;0.590;290500;290599;Stg. Zucker- u Süßwa;2943626000;Nappo Riesen Haselnüssen Puffreis 40g"
"20210522-071026-0000000006-00000000000000000147;71026;20210522;9;6;3;56072;Koblenz;0.590;290500;290599;Stg. Zucker- u Süßwa;2943626000;Nappo Riesen Haselnüssen Puffreis 40g"
"20210522-071026-0000000006-00000000000000000165;71026;20210522;10;23;3;56072;Koblenz;0.690;290300;290305;Brause-/Kaubonbons;121226006;Ahoj Brause-Brocken 10x8g"
"20210522-071026-0000000006-00000000000000000165;71026;20210522;10;29;3;56072;Koblenz;0.690;290300;290305;Brause-/Kaubonbons;121226006;Ahoj Brause-Brocken 10x8g"
"20210522-071026-0000000006-00000000000000000183;71026;20210522;10;19;3;56072;Koblenz;0.790;290300;290304;Husten/Kräuterbonbon;4011832001;G&G Euka Menthol Bonbon 300g"
"20210522-071026-0000000006-00000000000000000220;71026;20210522;11;5;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;968123009;Haribo Pasta Frutta 175g"
"20210522-071026-0000000006-00000000000000000285;71026;20210522;13;4;3;56072;Koblenz;0.890;290300;290306;Komprimate;121214003;Fisherm.F.Mint 25g"
"20210522-071026-0000000006-00000000000000000288;71026;20210522;13;8;3;56072;Koblenz;0.950;290400;290404;Lakritzwaren;121298001;Katjes Katzen Pfötchen 200g"
"20210522-071026-0000000006-00000000000000000288;71026;20210522;13;9;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2067790005;Nimm2 Lachgummi Softies Joghurt 225g"
"20210522-071026-0000000006-00000000000000000288;71026;20210522;13;7;3;56072;Koblenz;0.950;290400;290402;Fruchtgummi;2092088005;Katjes Grün-Ohr Hase 200g"
"20210522-071026-0000000006-00000000000000000288;71026;20210522;13;5;3;56072;Koblenz;0.950;290400;290402;Fruchtgummi;2838540006;Katjes Glücksgefühle 200g"
"20210522-071026-0000000006-00000000000000000290;71026;20210522;13;1;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000006-00000000000000000305;71026;20210522;13;2;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121269003;Haribo Weinland Weingummi 200g"
"20210522-071026-0000000006-00000000000000000305;71026;20210522;13;3;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121269003;Haribo Weinland Weingummi 200g"
"20210522-071026-0000000006-00000000000000000333;71026;20210522;14;13;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;134265007;Villosa Sallos Original 150g"
"20210522-071026-0000000006-00000000000000000336;71026;20210522;14;12;3;56072;Koblenz;0.950;290400;290402;Fruchtgummi;121302009;Katjes Tropen-Früchte 200g"
"20210522-071026-0000000006-00000000000000000351;71026;20210522;14;4;3;56072;Koblenz;3.990;290400;290402;Fruchtgummi;123501000;Haribo Goldbären 1kg"
"20210522-071026-0000000006-00000000000000000351;71026;20210522;14;5;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;140126008;Haribo Salino 200g"
"20210522-071026-0000000006-00000000000000000351;71026;20210522;14;6;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;140126008;Haribo Salino 200g"
"20210522-071026-0000000006-00000000000000000371;71026;20210522;14;4;3;56072;Koblenz;1.490;290200;290202;Schaumzuckerwaren;635056003;Vandamme Sup.Barbecue Marshmallows 300g"
"20210522-071026-0000000006-00000000000000000371;71026;20210522;14;6;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;1269438001;Haribo Balla Balla 175g"
"20210522-071026-0000000006-00000000000000000371;71026;20210522;14;5;3;56072;Koblenz;0.990;;;;4139838006;"
"20210522-071026-0000000006-00000000000000000377;71026;20210522;15;9;3;56072;Koblenz;0.990;300600;300601;Popcorn;4552883005;G&G Mikrowellenpopcorn gezuckert 3x100g"
"20210522-071026-0000000006-00000000000000000389;71026;20210522;15;15;3;56072;Koblenz;0.990;290200;290202;Schaumzuckerwaren;134104003;Haribo Bumix 200g"
"20210522-071026-0000000006-00000000000000000389;71026;20210522;15;5;3;56072;Koblenz;0.990;290200;290202;Schaumzuckerwaren;674788008;Haribo süsse Mäuse 200g"
"20210522-071026-0000000006-00000000000000000393;71026;20210522;15;8;3;56072;Koblenz;1.290;290300;290305;Brause-/Kaubonbons;3584863005;Skittles Fruits 160g"
"20210522-071026-0000000006-00000000000000000399;71026;20210522;15;7;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134113007;Haribo Goldbären 200g"
"20210522-071026-0000000006-00000000000000000401;71026;20210522;15;17;3;56072;Koblenz;0.950;290400;290402;Fruchtgummi;3514669006;Katjes Wunderland Black Edition 200g"
"20210522-071026-0000000006-00000000000000000401;71026;20210522;15;6;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;3885614005;Katjes Family Milchkater 300g"
"20210522-071026-0000000006-00000000000000000401;71026;20210522;15;5;3;56072;Koblenz;0.990;290400;290405;Pflanz.Fruchtgummi;4165949004;Katjes Family Glücksherzen Sauer 300g"
"20210522-071026-0000000006-00000000000000000404;71026;20210522;15;28;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134113007;Haribo Goldbären 200g"
"20210522-071026-0000000006-00000000000000000442;71026;20210522;16;6;3;56072;Koblenz;2.100;290400;290402;Fruchtgummi;180983001;Red Band Fruchtgummi Schnuller 500g"
"20210522-071026-0000000006-00000000000000000456;71026;20210522;16;13;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000006-00000000000000000456;71026;20210522;16;14;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000006-00000000000000000456;71026;20210522;16;15;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000006-00000000000000000456;71026;20210522;16;19;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;121182007;Nimm2 Lachgummi 250g"
"20210522-071026-0000000006-00000000000000000458;71026;20210522;17;7;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134058001;Haribo Kinder-Schnuller 200g"
"20210522-071026-0000000006-00000000000000000460;71026;20210522;17;17;3;56072;Koblenz;0.950;290400;290402;Fruchtgummi;121304005;Katjes Fred Ferkel 200g"
"20210522-071026-0000000006-00000000000000000467;71026;20210522;17;48;3;56072;Koblenz;0.990;290400;290404;Lakritzwaren;121272009;Haribo-Konfekt 200g"
"20210522-071026-0000000006-00000000000000000467;71026;20210522;17;49;3;56072;Koblenz;1.590;290300;290301;Fruchtbonbons;2250562002;Nimm2 Bonbons 240g"
"20210522-071026-0000000006-00000000000000000467;71026;20210522;17;46;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;2835086008;Hitsch.Bunte Drachenzungen sauer 125g"
"20210522-071026-0000000006-00000000000000000467;71026;20210522;17;47;3;56072;Koblenz;1.390;290300;290305;Brause-/Kaubonbons;4406782001;Hitsch.Hitschies Original Mix 150g"
"20210522-071026-0000000006-00000000000000000467;71026;20210522;17;45;3;56072;Koblenz;1.390;290300;290305;Brause-/Kaubonbons;4406853002;Hitsch.Hitschies Sour Mix 140g"
"20210522-071026-0000000006-00000000000000000483;71026;20210522;17;11;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;134113007;Haribo Goldbären 200g"
"20210522-071026-0000000006-00000000000000000483;71026;20210522;17;12;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;1348169000;Haribo Saure Schnuller 200g"
"20210522-071026-0000000006-00000000000000000658;71026;20210522;21;14;3;56072;Koblenz;0.990;290400;290402;Fruchtgummi;830200001;Hitsch.Erdbeer-Schnüre 125g"
"20210522-071026-0000000001-00000000000000005101;71026;20210522;12;1;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000001-00000000000000005126;71026;20210522;12;8;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000001-00000000000000005353;71026;20210522;17;2;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000001-00000000000000005461;71026;20210522;19;27;3;56072;Koblenz;1.290;300300;300303;Extruder / Snackspez;121648002;Pom-Bär Ketchup 75g"
"20210522-071026-0000000001-00000000000000005461;71026;20210522;19;28;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000001-00000000000000005461;71026;20210522;19;29;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000002-00000000000000008525;71026;20210522;11;5;3;56072;Koblenz;1.590;300300;300399;Stg. Knabberartikel;140717008;funny-fr.Frit-Sticks Ungarisch 100g"
"20210522-071026-0000000002-00000000000000008583;71026;20210522;12;33;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000002-00000000000000008627;71026;20210522;13;22;3;56072;Koblenz;1.090;300200;300201;Kartoffelchips;3199045001;G&G Riffelchips Paprika 200g"
"20210522-071026-0000000002-00000000000000008727;71026;20210522;15;11;3;56072;Koblenz;1.090;300200;300201;Kartoffelchips;3199045001;G&G Riffelchips Paprika 200g"
"20210522-071026-0000000002-00000000000000008851;71026;20210522;19;3;3;56072;Koblenz;1.590;300300;300302;Tortillas;134171003;Doritos Nacho Cheese 125g"
"20210522-071026-0000000003-00000000000000006110;71026;20210522;8;22;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000003-00000000000000006125;71026;20210522;8;41;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000003-00000000000000006147;71026;20210522;9;14;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000003-00000000000000006352;71026;20210522;14;5;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000003-00000000000000006420;71026;20210522;15;1;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;2083730005;funny-fr.Kessel Chips Roasted Bacon 120g"
"20210522-071026-0000000003-00000000000000006485;71026;20210522;17;24;3;56072;Koblenz;1.590;300300;300302;Tortillas;134171003;Doritos Nacho Cheese 125g"
"20210522-071026-0000000003-00000000000000006590;71026;20210522;19;25;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000003-00000000000000006652;71026;20210522;20;17;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000003-00000000000000006652;71026;20210522;20;18;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000003-00000000000000006668;71026;20210522;20;1;3;56072;Koblenz;1.290;300300;300303;Extruder / Snackspez;121648002;Pom-Bär Ketchup 75g"
"20210522-071026-0000000004-00000000000000007689;71026;20210522;20;2;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000005-00000000000000000400;71026;20210522;18;18;3;56072;Koblenz;1.590;300300;300302;Tortillas;134171003;Doritos Nacho Cheese 125g"
"20210522-071026-0000000005-00000000000000000400;71026;20210522;18;23;3;56072;Koblenz;1.590;300300;300302;Tortillas;134171003;Doritos Nacho Cheese 125g"
"20210522-071026-0000000005-00000000000000000400;71026;20210522;18;14;3;56072;Koblenz;1.590;300300;300302;Tortillas;140828007;Doritos Sour Cream 125g"
"20210522-071026-0000000005-00000000000000000434;71026;20210522;18;45;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000006-00000000000000000199;71026;20210522;11;4;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000006-00000000000000000257;71026;20210522;12;10;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;140797004;funny-fr.Chipsfrisch Oriental 175g"
"20210522-071026-0000000006-00000000000000000408;71026;20210522;15;7;3;56072;Koblenz;1.490;300200;300201;Kartoffelchips;134100001;funny-fr.Chipsfrisch Peperoni 175g"
"20210522-071026-0000000006-00000000000000000458;71026;20210522;17;2;3;56072;Koblenz;1.290;300300;300303;Extruder / Snackspez;121648002;Pom-Bär Ketchup 75g"
"20210522-071026-0000000006-00000000000000000460;71026;20210522;17;8;3;56072;Koblenz;1.590;300300;300303;Extruder / Snackspez;2184013009;Pommels Classic 75g"
"20210522-071026-0000000006-00000000000000000521;71026;20210522;18;5;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000006-00000000000000000580;71026;20210522;19;1;3;56072;Koblenz;1.590;300300;300302;Tortillas;134171003;Doritos Nacho Cheese 125g"
"20210522-071026-0000000006-00000000000000000582;71026;20210522;19;8;3;56072;Koblenz;1.090;300200;300201;Kartoffelchips;3199045001;G&G Riffelchips Paprika 200g"
"20210522-071026-0000000006-00000000000000000590;71026;20210522;19;19;3;56072;Koblenz;1.990;300200;300201;Kartoffelchips;1388284006;funny-fr.Ofen Chips Paprika 150g"
"20210522-071026-0000000006-00000000000000000620;71026;20210522;20;27;3;56072;Koblenz;1.590;300300;300302;Tortillas;140828007;Doritos Sour Cream 125g"
"20210522-071026-0000000001-00000000000000004986;71026;20210522;9;7;3;56072;Koblenz;1.290;300400;300401;Cräcker;1444305001;7 Days Bake Rolls Tomate-Olive-Oreg.250g"
"20210522-071026-0000000001-00000000000000005100;71026;20210522;12;38;3;56072;Koblenz;1.590;300100;300107;Mischng Nüsse Frucht;1278511009;E.Studentenfutter klassische Mischu.200g"
"20210522-071026-0000000001-00000000000000005100;71026;20210522;12;39;3;56072;Koblenz;1.590;300100;300107;Mischng Nüsse Frucht;1278511009;E.Studentenfutter klassische Mischu.200g"
"20210522-071026-0000000001-00000000000000005132;71026;20210522;13;4;3;56072;Koblenz;2.090;300100;300101;Erdnusskerne;121696001;ültje Erdnüsse gesalzen 200g"
"20210522-071026-0000000001-00000000000000005139;71026;20210522;13;8;3;56072;Koblenz;2.090;300100;300101;Erdnusskerne;2825674002;ültje Extra Roast Erdnüsse 190g"
"20210522-071026-0000000001-00000000000000005151;71026;20210522;13;4;3;56072;Koblenz;1.490;300400;300401;Cräcker;784263000;Ritz Cracker 200g"
"20210522-071026-0000000001-00000000000000005151;71026;20210522;13;5;3;56072;Koblenz;1.490;300400;300401;Cräcker;784263000;Ritz Cracker 200g"
"20210522-071026-0000000001-00000000000000005207;71026;20210522;14;2;3;56072;Koblenz;1.490;300400;300402;Salz u. Käsegebäck;121219008;Granforno Grissini Sesam 125g"
"20210522-071026-0000000001-00000000000000005211;71026;20210522;14;1;3;56072;Koblenz;1.490;300400;300401;Cräcker;784263000;Ritz Cracker 200g"
"20210522-071026-0000000001-00000000000000005228;71026;20210522;14;3;3;56072;Koblenz;1.490;300500;300502;Brezel;134266000;Bio Huober Schwäb.Knusperbrezel 175g"
"20210522-071026-0000000001-00000000000000005228;71026;20210522;14;4;3;56072;Koblenz;1.490;300400;300401;Cräcker;784263000;Ritz Cracker 200g"
"20210522-071026-0000000001-00000000000000005235;71026;20210522;15;26;3;56072;Koblenz;1.490;300400;300402;Salz u. Käsegebäck;121219008;Granforno Grissini Sesam 125g"
"20210522-071026-0000000001-00000000000000005235;71026;20210522;15;8;3;56072;Koblenz;0.990;300100;300101;Erdnusskerne;1278507000;E.Erdnüsse geröstet gesalzen 200g Beutel"
"20210522-071026-0000000001-00000000000000005244;71026;20210522;15;2;3;56072;Koblenz;0.990;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005244;71026;20210522;15;3;3;56072;Koblenz;0.990;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005297;71026;20210522;16;13;3;56072;Koblenz;1.490;300400;300401;Cräcker;121454009;Clubs Party Cracker 200g"
"20210522-071026-0000000001-00000000000000005304;71026;20210522;16;4;3;56072;Koblenz;0.790;300100;300101;Erdnusskerne;2762601004;G&G Party Nuts 200g"
"20210522-071026-0000000001-00000000000000005312;71026;20210522;16;10;3;56072;Koblenz;1.590;;;;610685006;"
"20210522-071026-0000000001-00000000000000005319;71026;20210522;16;27;3;56072;Koblenz;1.490;300400;300401;Cräcker;121454009;Clubs Party Cracker 200g"
"20210522-071026-0000000001-00000000000000005344;71026;20210522;17;23;3;56072;Koblenz;1.490;300500;300502;Brezel;134266000;Bio Huober Schwäb.Knusperbrezel 175g"
"20210522-071026-0000000001-00000000000000005345;71026;20210522;17;14;3;56072;Koblenz;1.590;300100;300107;Mischng Nüsse Frucht;1278511009;E.Studentenfutter klassische Mischu.200g"
"20210522-071026-0000000001-00000000000000005406;71026;20210522;18;1;3;56072;Koblenz;3.490;300100;300104;Mandeln;1466942004;ültje Mandeln gesalzen 150g"
"20210522-071026-0000000001-00000000000000005424;71026;20210522;19;8;3;56072;Koblenz;0.790;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005432;71026;20210522;19;10;3;56072;Koblenz;0.790;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005432;71026;20210522;19;11;3;56072;Koblenz;0.790;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005432;71026;20210522;19;12;3;56072;Koblenz;0.790;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
"20210522-071026-0000000001-00000000000000005432;71026;20210522;19;13;3;56072;Koblenz;0.790;300400;300401;Cräcker;3162346009;TUC Crackers Original 100g"
